track,artist,popularity,lyrics
Jarak Dan Kita,Dhyo Haw,52,"Walaupun kau jauh
Cintaku takan hilang
Walau ditelan waktu
Ku ratapi kesendirian
Walau kau disana
Tapi cinta ini takan sirnah
Meski banyak cobaan yang kini
Kian menerpa
Wohoho
Janganlah kau bersedih
Ku yakin kau tlah mengerti
Jangan kau berkecil hati
Kau lihat temanmu berpasangan
Dan bergandengan tangan
Ku yakin kau disana bertahan
Dan walau jarak
Ini memisahkan kita
Tapiku takan goyah
Dan ku percaya
Semuakan indah pada waktunya
Kitakan bisa berdua
Satu atap bahagia
Bahkan tuk selamanya
Janganlah kau bersedih
Ku yakin kau tlah mengerti
Jangan kau berkecil hati
Uye
No no no
Kau lihat temanmu berpasangan
Dan bergandengan tangan
Dan kuharap kau disana
Bertahan
Dan walau jarak
Ini memisahkan kita
Tapiku takan goyah
Dan ku percaya
Semuakan indah pada waktunya
Kitakan bisa berdua
Satu atap bahagia
Dan walau jarak
Ini memisahkan kita
Tapiku takan goyah
Dan ku percaya
Semuakan indah pada waktunya
Kitakan bisa berdua
Satu atap bahagia
Kitakan bisa berdua
Satu atap bahagia
Kitakan bisa berdua
Satu atap bahagia
Bahkan tuk selamanya"
Kasmaran,Jaz,53,"Aku disini padamu
Sekali lagi padamu
Kubawakan rindu yang kau pesan utuh
Aku disini untukmu
Sekali lagi untukmu
Percayalah tak perlu lagi kau gundah
Pun aku merasakan getaranmu
Mencintaiku seperti ku mencintaimu
Sungguh kasmaran aku kepadamu
Hidup adalah tentangmu
Selalu saja tentangmu
Sepertinya kau adalah candu bagiku
Kau buat aku tak mampu
Selalu saja tak mampu
Menahan perasaanku atas dirimu
Pun aku merasakan getaranmu
Mencintaiku seperti ku mencintaimu
Sungguh kasmaran aku kepadamu
Pun aku merasakan getaranmu
Mencintaiku seperti ku mencintaimu
Sungguh kasmaran aku kepadamu
Pun aku merasakan getaranmu
Mencintaiku seperti ku mencintaimu
Sungguh kasmaran aku kepadamu
Pun aku merasakan getaranmu
Mencintaiku seperti ku mencintaimu
Sungguh kasmaran aku kepadamu
Kasmaranku kepadamu"
Luka Yang Kurindu,Mahen,52,"Lebih baik diam
Dan menghapus dendam
Tak lagi bicara
Agar tak makin terluka
Cinta punya batas
Tak harus saling keras
Tak bisa dipaksa
Segala yang kau ucap bohong
Kau lakukan omong kosong
Tak perlu lagi percaya
Kau hanya pura-pura
Kita diujung perpisahan
Namun selalu kurindukan
Kau luka yang kurindu
Cinta punya batas
Tak harus saling keras
Tak bisa dipaksa
Segala yang kau ucap bohong
Kau lakukan omong kosong
Tak perlu lagi percaya
Kau hanya pura-pura
Kita diujung perpisahan
Namun selalu kurindukan
Kau luka yang kurindu
Lelah ku menangis
Terluka karenamu
Ini kekalahanku
Wooaaa
Pergi lupakanlah aku
Biar aku yang bertahan
Segala yang kau ucap bohong
Kau lakukan omong kosong
Tak perlu lagi percaya
Kau hanya pura-pura
Kita diujung perpisahan
Namun selalu kurindukan
Kau luka yang kurindu
Kau luka yang ku...
Rindu..."
Ajarkan Aku...,Arvian Dwi,53,"Semua yang ku mau, hanya sedikit waktumu, untukku
Hanya satu pesan singkat, Sedang apa dirimu?
Awal pertemuan kau sangat peka padaku, dan itu dulu
Rasa yang terlanjur dalam, kau buatku semakin bodoh
Oh mengapa harus kulihat kau dengan dirinya
Terluka tapi tak berdarah
Ajarkan aku cara tuk melupakanmu
Bila membencimu tak pernah cukup 'tuk hilangkan kamu
Ajarkan aku, sebelum merusak kedalam-dalamnya
Sebelum aku trauma mencintai sosok yang baru lagi
Awal pertemuan kau sangat peka padaku, dan itu dulu
Rasa yang terlanjur dalam, kau buatku semakin bodoh
Oh mengapa harus kulihat kau dengan dirinya
Terluka tapi tak berdarah
Ajarkan aku cara tuk melupakanmu
Bila membencimu tak pernah cukup 'tuk hilangkan kamu
Ajarkan aku, sebelum merusak kedalam-dalamnya
Sebelum aku trauma mencintai sosok yang baru lagi
Tak tahu bagaimanakah caranya
Agar diriku bisa lupakanmu
Ajarkan aku cara tuk melupakanmu
Bila membencimu tak pernah cukup 'tuk hilangkan kamu
Ajarkan aku, sebelum merusak kedalam-dalamnya
Sebelum aku trauma
Mencintai (Mencintai)
Mencintai
Mencintai sosok yang baru lagi"
Kupercaya Mujizat Ada Bagiku,Melitha Sidabutar,52,"Lagu yang bertajuk ""Kupercaya Mujizat Masih Ada"" merupakan lagu rohani Kristen yang dinyanyikan oleh Melitha Sidabutar. Lagu ini telah dirilis pada tanggal 10 Februari 2021 lalu di kanal Youtube resmi Impact Musik Indonesia dan sudah ditonton sebanyak lebih dari 1 juta kali. Berikut lirik lagunya!
Segala yang terjadi dalam hidupku ini
Semua ada dalam rancangan-Mu
Lewati hari hari kutau tak sendiri
Ada Kau Tuhan yang selalu sertaku
Kupercaya kupercaya
Mujizat-Mu masih ada dalam hidupku
Kupercaya kupercaya
Tiada yang mustahil bagi-Mu"
Pelangi Baruku,Dhyo Haw,51,"Kini bayangmu disini
Menemani sepinya hari ku Yang sempat
tak berwarna lagi
kini kau bagai sang pelangi
yang mewarnai hari, dikala hujan reda kau tetap berdiri sendiri
Dan seiring waktu berganti Menumpu bagai imajinasi
Yang Terserap oleh hasrat ini
Ketika langit gelap kau beri cahaya disetiap
sela sudut, hati ku yang buatku
tak mampu tuk bergerak, terdiam ku sekejap melihat
senyumu
Dan Nampaknya ku mulai takut kehilangan sosok dirimu
Disaat kumulai coba buat bangun kembali
Dan tak mudah bangun kepercayaan yang sempt
Terbenam karna telah dikecewakan"
Yesus Yang Kupercaya,Melitha Sidabutar,51,"Lagu ""Yesus yang Kupercaya"" merupakan lagu yang dinyanyikan oleh Melitha Sidabutar, seorang kontestan Indonesian Idol yang gagal lulus saat audisi. Lagu ini telah dirilis pada tanggal 28 Januari 2021 di kanal Youtube resmi ""Impact Musik Indonesia"". Berikut lirik lagunya!
Kasih-Mu membuatku mengerti
Kuberharga dimata-Mu Tuhan
Dan Tangan-Mu yang menuntun hidupku
Dalam semua rencana-Mu Tuhan
Chorus:
Sungguh indah kasih-Mu
Sungguh besar kuasa-Mu
Yesus Tuhan penyelamatku
Kau tak pernah berubah
Tuk menggenapi janji-Mu
Itu yang kupercaya"
Topeng,Noah,51,"Kudapat melintas bumi, kudapat merajai hari
Kudapat melukis langit, kudapat buatmu berseri
Tapi kudapat melangkah pergi
Bila kau tipu aku disini
Kudapat melangkah pergi
Ku dapat hal itu
Reff :
Tapi buka dulu topengmu
Buka dulu topengmu
Biar ku lihat warnamu
Kan kulihat warnamu
Kau dapat cerahkan aku, kau dapat buatku berseri
Kau dapat buatku mati, kau dapat hitamkan pelangi
Tapi kudapat melangkah pergi
Bila kau tipu aku disini
Kudapat melangkah pergi
Ku dapat hal itu
Back to Reff"
Kalau Bosan,Lyodra,51,"Wajar dalam hubungan
Cinta kadang memang naik turun
Hati yang punya peranan
Untuk lebih saling pengertian
Kalau kamu bosan
Jangan menghilang
Kalau kamu bosan
Kamu bisa bilang
Tapi kalau bosan
Jangan kamu cari peluang
Ku di sini, takut kamu hilang, uuh
Ikuti saja alurnya
Bila jenuh, tak ada salahnya
Ingat, kenangan berdua
Tawa luka kita hadapi bersama
Kalau kamu bosan
Jangan menghilang
Kalau kamu bosan
Kamu bisa bilang
Tapi kalau bosan
Jangan kamu cari peluang
Ku di sini, takut kamu hilang, uuh, uuh
Kalau kamu bosan
Jangan menghilang
Kalau kamu bosan
Kamu bisa bilang
Tapi kalau bosan
Jangan kamu cari peluang
Ku di sini, takut kamu hilang
Ku di sini, masih ada sayang
Kalau kamu bosan
Jangan menghilang"
Mimpi Yang Sempurna,Noah,51,"Mungkinkah bila ku bertanya pada bintang-bintang
Dan bila ku mulai merasa bahasa kesunyian
Sadarkan aku yang berjalan dalam kehampaan
Terdiam, terpana, terbata semua dalam keraguan
[Chorus]
Aku dan semua yang terluka karena kita
Aku kan menghilang dalam pekat malam
Lepas ku melayang biarlah ku bertanya
pada bintang-bintang tentang arti kita
Dalam mimpi yang sempurna
[Chorus]"
Pupus,Dewa 19,50,"Aku tak mengerti, apa yang kurasa
rindu yang tak pernah begitu hebatnya
aku mencintaimu lebih dari yang kau tau
meski kau takkan pernah tau
aku persembahkan hidupku untukmu
telah ku relakan, hatiku padamu
namun kau masih bisu, diam seribu bahasa
dan hati kecilku bicara
Reff :
baru kusadari cintaku bertepuk sebelah tangan
kau buat remuk sluruh hatiku
semoga aku akan memahami sisi hatimu yang beku
semoga akan datang keajaiban hingga kaupun mau
aku mencintaimu lebih dari yang kau tau
meski kau takkan pernah tau"
Pangeran Cinta,Dewa 19,49,"Detik-detik berganti dengan detik
Menit pun silih berganti
Hari-hari pun terus berganti
Bulan-bulan juga terus berganti
Jaman-jaman pun terus berubah
Hidup ini juga pasti mati
Chorus:
Semua ini pasti akan musnah
Tetapi tidak cintaku padamu
Karena aku sang pangeran cinta
Malam malam diganti dengan pagi
Pagi pun jadi siang
Tahun-tahun pun berganti abad
Yang muda pun pasti menjadi tua
Musim-musim pun terus berganti
Hidup ini juga pasti mati
Tak akan ada yang abadi
Tak akan ada yang kekal
Chorus"
Bawa Aku Ke Penghulu,Lesti,49,"Pucuk dicinta ulam pun tiba
Kata pepatah
Kubutuh cinta kamu pun datang
Aku bahagia
Pernah merasa sakitnya cinta
Hati kecewa
Lalu kau hadir aku terlena
Tiada berdaya
Bunga yang layu kini mekar kembali
Kau siram dengan cinta sepenuh hati
Ditinggal nikah kulepas dengan ikhlas
Gantinya kamu ikhlas membawa berkah
Aku siap jadi milikmu
Siapkah kau menjadi imamku
Aku takut fitnah dan dosa
Bila berdua-dua dengan mu
Apalagi yang kau tunggu
Jadikan aku halal untukmu
Ayah ibu beri restu
Bawa aku ke penghulu
Pernah merasa sakitnya cinta
Hati kecewa
Lalu kau hadir aku terlena
Tiada berdaya
Bunga yang layu kini mekar kembali
Kau siram dengan cinta sepenuh hati
Ditinggal nikah kulepas dengan ikhlas
Gantinya kamu ikhlas membawa berkah
Aku siap jadi milikmu
Siapkah kau menjadi imamku
Aku takut fitnah dan dosa
Bila berdua-dua dengan mu
Apalagi yang kau tunggu
Jadikan aku halal untukmu
Ayah ibu beri restu
Bawa aku ke penghulu
Bawa aku ke penghulu
Oh Sayang
https://www.newshub.id/interactive2/2905"
hormat kepada angin,Nadin Amizah,49,"Hormat kepada angin
Datang membawa musim
Dingin lalu diambil
Ia pergi
Timur meniup bisu
Bahwa aku tak mampu
Buat lagi kau senyum
Kau menjauh
Angin dengarkanlah
Jangan bawa ia
Berbaik hatilah
Biar laguku memanggilmu pulang
Jangan terburu tenang akan datang
Rindu tertumpuk kan gugur terbuang
Sampaikan salam
Pelan-pelan pelan-pelan
Ku menunggu
Ha ha ah
Ha ha ah
Bawa ingat yang keji
Bual maaf yang basi
Kau pun terlanjur mati
Smakin jauh
Angin dengarkanlah
Jangan bawa ia oh
Berbaik hatilah uh
Biar laguku memanggilmu pulang
Jangan terburu tenang akan datang
Rindu tertumpuk kan gugur terbuang
Sampaikan salam
Pelan-pelan pelan-pelan
Ku menunggu"
sebuah tarian yang tak kunjung selesai,Nadin Amizah,49,"Seperti sebuah tarian
Yang tak kunjung selesai
Walau lagu tak lagi terdengar, sudah lama
Kau tak rela
Kadang aku bertanya
Untuk apa masih saja
Keras paksa apa yang sudah mati dari lama
Kudengar namamu
Jauh tak ku kenal
Wajah yang ku sayang
Ku raba sebentar
Masih tak ku temu
Matamu yang dulu
Siapa siapa?
Mengalun pada lagu
Tak tahu akan kemana
Masih terdengar sayup tangisan
Yang tak kunjung selesai
Geram jelas yang menang
Bukan lagi ingin kita
Yang cemerlang
Kadang aku bertanya
Untuk apa masih saja
Keras paksa apa yang sudah mati dari lama?
Kudengar namamu
Jauh tak ku kenal
Wajah yg ku sayang
Ku raba sebentar
Masih tak ku temu
Matamu yang dulu
Siapa siapa?
Mengalun pada lagu
Tak tahu akan kemana
Kemana
Kemana"
365,Tiara Andini,48,"Tiga ratus enam puluh lima hari
Bayangmu masih menghalangi hatiku berlari
Bagaimana ku bisa temukan cinta yang baru
Bila kau masih di fikiranku
Masih jelas di telinga
Manisnya suara
Derap langkah kita yang biasa seirama
Kau tuntunku tuk mencinta
Namun tiba-tiba
Kau melangkah ke arah berbeda
Meski waktu memang bisa sembuhkan luka
Namun waktu tak bisa ajak hati melupa
Hoo-o-uwo
Tiga ratus enam puluh lima hari
Bayangmu masih menghalangi hatiku berlari
Bagaimana ku bisa temukan cinta yang baru
Bila kau masih di fikiranku
Entah mengapa
Luka yang ada
Meski kuhapus
Kenangan di dada
Hoo-o-o-o-huo
Meski waktu memang bisa sembuhkan luka
(Yang berbeda)
Namun waktu tak bisa ajak hati melupa
Hoo-ho-uoo
Tiga ratus enam puluh lima hari
Bayangmu masih menghalangi hatiku berlari
Bagaimana ku bisa temukan cinta yang baru
Bila kau masih di fikiranku
Masih jelas di telinga
Manis kau berkata
Kau takkan pernah tinggalkan aku"
Tenang,Yura Yunita,48,"Dialog dini hari
Kepada diriku sendiri
Tak bisa ku tertidur lagi
Melayang pikirku tak pasti
Dialog dini hari
Resah gelisah mengiringi
Berharap ada yang mengerti
Berharap kau ada di sini
Tenang, tenang yang tak kunjung datang
Menanti-nanti cahaya-Mu, beri aku petunjuk-Mu
Tenang, tenang, oh, datanglah tenang hari ini
Dialog dini hari
Resah gelisah mengiringi
Berharap ada yang mengerti
Berharap kau ada di sini
Tenang, tenang yang tak kunjung datang
Menanti-nanti cahaya-Mu, beri aku petunjuk-Mu
Kadang-kadang kelam ini datang menghampiri, oh-oh
Tenang, tenang yang tak kunjung datang
Menanti-nanti cahaya-Mu, beri aku petunjuk-Mu
Tenang, tenang, oh, datanglah tenang hari ini
Tenang, tenang yang tak kunjung datang
Menanti-nanti cahaya-Mu, beri aku petunjuk-Mu
Kadang-kadang kelam ini datang menghampiri, oh-oh
Tenang, tenang yang tak kunjung datang
Menanti-nanti cahaya-Mu, beri aku petunjuk-Mu
Tenang, tenang, oh, datanglah tenang hari ini
Jauhkanku dari sedih itu
Aku merindu padamu
Jauhkanku dari gelap itu
Aku kembali pada-Mu"
Suatu Saat Nanti,Hanin Dhiya,48,"Sekian lamanya kumelangkah lewati cerita
Begitu jauh dan berwarna namun tetap saja
Tak ada yang sanggup tandingimu 'tuk membuatku luluh
Abadi di hati
Kau yang tak pernah hiraukanku
Tak pernah pedulikan
Aku yang selalu kagumi dirimu
Meski perih kuterima, meski sedih kunikmati
Tak mampu aku sedikitpun lupakanmu
Meski aku takkan mungkin milikimu
Satu doaku suatu saat nanti kau 'kan mencintaiku
Berbagai cara telah aku tempuh 'tuk hapus dirimu
Namun engkau lagi, dan engkau lagi, tetap engkau lagi
Cinta sejati yang enggan mati dan kokoh berdiri
Mungkin hingga mati
Kau yang tak pernah hiraukanku
Tak pernah pedulikan
Aku yang selalu kagumi dirimu
Meski perih kuterima, meski sedih kunikmati
Tak mampu aku sedikitpun lupakanmu
Meski aku takkan mungkin milikimu
Satu doaku suatu saat nanti kau 'kan mencintaiku
Meski perih kuterima, meski sedih kunikmati
Tak mampu aku sedikitpun lupakanmu (Kulupakanmu)
Meski aku takkan mungkin milikimu
Satu doaku suatu saat nanti kau 'kan mencintaiku
Satu doaku suatu saat nanti kau 'kan mencintaiku"
Arjuna,Dewa 19,48,"Sudah kudaki gunung tertinggi
Hanya untuk mencari dimana dirimu
Sudah kujelajahi isi bumi
Hanya untuk dapat hidup bersamamu
Sudah kuarungi laut samudera
Hanya untuk mencari tempat berlabuhmu
Tapi semakin jauh ku mencari
Cinta semakin aku tak mengerti
Akulah Arjuna
Yang mencari cinta
Wahai wanita
Cintailah aku
Mungkin kutemui cinta sejati
Saat aku hembuskan nafas terakhirku
Mungkin cinta sejati memang tak ada
Dalam cerita kehidupan ini"
"dan, selesai.",Nadin Amizah,48,"Selamat jalan, ku pergi duluan
Kau kan menyusul, kan?
Jangan lama-lama
Bukan, bukan ku tak ingat
Semua kan ku bawa
Berat di pundak
Ini lagu terakhirku ku tulis baru
Cinta yang lalu bukan ku lupa tapi ku harus
Ku pergi duluan
Kau kan menyusul, kan?
Ku pergi duluan
Kau kan menyusul, kan?
Selamat jalan, ku pergi duluan
Doaku menyerta
Jangan lama-lama"
Cinta Terakhirku,Bagas Ran,49,"Seakan tak ada lagi
Wanita yg ada di bumi
kamulah cinta sejati
Kamu lah yang ada di hati
Saat ku terjatuh dalam sendu
Pelukmu Menenangkanku
Kau tunjukan semua rasa
Mewarnai duniaku
Takkan pernah ku keliru
Tuk melukaimu
Percaya aku
Ku kan menjagamu
Kau lah jawaban doaku
Kau di utus tuhan tuk temani hidupku
Dikala hati ini rapuh
Hadirmu sembuhkan lukaku
Kau hapus lelahku dengan senyummu
Ku percaya kamu
Kaulah cinta terakhir ku"
Kecewa,Dhyo Haw,47,"Hanya tersenyum kini yang mungkin bisa aku lakukan
Walau ku tahu hati sedikitpun tak bisa dibohongi
Seakan teman yang kini kurasa untuk mengalihkan
Semua yang kurasakan sebenarnya sangat menyakitkan
Tak pernah ku duga ternyata kini kau begitu tega
Tak perdulikan apa yang kini telah aku rasa
Betapa salahnya kuprecayakan semua padamu
Tanpa sedikit kutanamkan rasa curiga terhadapmu
Biarkan angin berhembus kencang dan tuangkan semua amarahku
Berikan pertanda dan sampai kan padanya
Kekecewaanku atas semua perlakuanmu
Biarkan hujan mengalir deras dan kumohon jangan biarkan berhenti
Berikan pertanda dan sampai kan padanya
Luapkan semuanya buat dia merasakannya ku ku kecewa"
Buktikan,Tiara Andini,47,"Buktikan merupakan salah lagu dari Tiara Andini dan Vidi Aldiano penyanyi asal Indonesia yang dirilis pada tahun 2021 lalu. Mari kita simak liriknya di bawah ini.
Ketika ku, ketika kamu dalam satu
Cinta yang baru saja satu
Kucoba untuk mengenalmu (hm-mm)
Membaca kamu
Oh, lamakah kita bertahan?
Setiap tingkahku membuatmu bertanya padaku
Apakah kamu benar-benar sayang aku?
Tentu saja, ku benar sayang kamu
Buktikanlah, buktikan, coba buktikan padaku
Hati ini, cinta ini hanya butuh, hanya ingin dirimu
Dirimu selamanya
Buktikanlah, buktikan, coba buktikan kepadaku
Hu-oh-eh-yeah
Dua minggu telah berlalu, masih saja kutunggu
Dirimu dari dugaanku (ho-oh), prasangkaan burukku
Benarkah aku? Salahkah aku? Hu-uh, uh, uh-oh
Yang selalu meragukan cintamu
Lamakah kita bertahan?
Setiap tingkahku membuatmu bertanya padaku
Apakah kamu benar-benar sayang aku?
Tentu saja, ku benar sayang kamu
Buktikanlah, buktikan, coba buktikan padaku
Hati ini, cinta ini hanya butuh, hanya ingin dirimu, oh
Dirimu selamanya
Buktikanlah, coba buktikan kepadaku
Ku akan membuktikan (ho-oh)
Ku akan menyaksikan
Dan hanyalah kepercayaan yang bisa
Membuat (membuat) kita bertahan
S'lamanya (s'lamanya), ho-ho
S'lama-lamanya
Apakah kamu benar-benar sayang aku?
Tentu saja, ku benar sayang kamu
Buktikanlah, buktikan, buktikanlah
Hati ini, cinta ini hanya butuh, hanya ingin dirimu
Dirimu, ha-ah-ah
Buktikanlah, buktikan, coba buktikan kepadaku
Apakah kamu benar-benar...
Apakah kamu benar-benar...
Apakah kamu benar-benar sayang padaku?
Buktikanlah, buktikan, coba buktikan padaku"
Bukan Tak Mampu,Tasya Rosmala,47,"Bukan Tak Mampu
Artist: Tasya Rosmala
Berdosakah bila aku katakan?
Aku jatuh cinta kepada dirimu
Walaupun kau tak sendiri lagi
Izinkanlah aku menyayangimu
Walau tak mungkin lagi memiliki dirimu
Maafkanlah bila cintaku suatu dosa
Sungguh, diriku tiada mengerti
Mengapa ku jatuh cinta kepada dirimu?
Hanya kepadamu
Bukan tak mampu mencari yang lain
Tapi melihat dirimu, ku sudah bahagia
Hatiku bahagia
Semoga kau mengerti
Berdosakah bila aku katakan?
Aku jatuh cinta kepada dirimu
Walaupun kau tak sendiri lagi
Izinkanlah aku menyayangimu
Walau tak mungkin lagi memiliki dirimu
Maafkanlah bila cintaku suatu dosa
Sungguh, diriku tiada mengerti
Mengapa ku jatuh cinta kepada dirimu?
Hanya kepadamu
Bukan tak mampu mencari yang lain
Tapi melihat dirimu, ku sudah bahagia
Hatiku bahagia
Semoga kau mengerti
Maafkanlah bila cintaku suatu dosa"
Sisa Rasa,Mahalini,46,"Sisa Rasa merupakan salah lagu dari Mahalini penyanyi asal Indonesia yang dirilis pada tahun 2021 lalu. Mari kita simak liriknya di bawah ini.
Melihatmu bahagia, satu hal yang terindah
Anug'rah cinta yang pernah kupunya
Kau buatku percaya ketulusan cinta
Seakan kisah sempurna 'kan tiba
Masih jelas teringat pelukanmu yang hangat
Seakan semua tak mungkin menghilang
Kini hanya kenangan yang telah kau tinggalkan
Tak tersisa lagi waktu bersama
Mengapa masih ada
Sisa rasa di dada
Di saat kau pergi begitu saja?
Mampukah ku bertahan
Tanpa hadirmu, sayang?
Tuhan, sampaikan rindu untuknya (rindu untuknya)
Masih jelas teringat (jelas teringat) pelukanmu yang hangat
Seakan semua tak mungkin menghilang (menghilang)
Kini hanya kenangan yang t'lah kau tinggalkan
Tak tersisa lagi waktu bersama (waktu bersama)
Mengapa masih ada
Sisa rasa di dada
Di saat kau pergi begitu saja? (Begitu saja)
Mampukah ku bertahan
Tanpa hadirmu, sayang?
Tuhan, sampaikan rindu untuknya
Oh, masih tersimpan
Setiap k?nangan, ho-wo-wo-oh
Semua cinta yang kau beri
Kau takkan terganti
M?ngapa masih ada (masih ada)
Sisa rasa di dada (rasa di dada)
Di saat kau pergi begitu saja?
Mampukah ku bertahan
(Tanpa hadirmu, sayang?)
Tuhan, sampaikan rindu untuknya
Sampaikan rinduku untuknya"
Pingal,NGATMOMBILUNG,46,"Piye (piye),
Seng jelaske karo wongtuwo
Wes ngelakoni tekan semene
Nek akhire bakal bubar pisahan
Kowe kegudo tresno karo wong liyo
Ngelali (ngelali),
Kowe sing tau omong dewe
Nglakoni tresno tekan tuwo
Ora ngeliyo mung aku ning atimu (ning atimu)
Nanging saiki atimu ono wong liyo
Ibarat esuk mendung
Awan aku kudanan
Sore mbok larani
Bengi tak tangisi
Mung iso bayangke kabeh kenangan
Kowe tak boncengke
Turut dalan kekepan kudanan
Saiki nyatane kowe malah milih
Dikekep wong liyo (wong liyo)
Opo kowe ra kroso abote atiku
Kudu kelangan wong sing paling tak tresnani
Ra jenak dolan, ra doyan mangan
Nek ra mbok dulang
Ibarat esuk mendung
Awan aku kudanan
Sore mbok larani
Bengi tak tangisi
Mung iso bayangke kabeh kenangan
Kowe tak boncengke
Turut dalan kekepan kudanan
Saiki nyatane kowe malah milih
Dikekep wong liyo
Opo kowe ra kroso abote atiku
Kudu kelangan wong sing paling tak tresnani
Ra jenak dolan, ra doyan mangan
Nek ra mbok dulang
Ra jenak dolan
Ra doyan mangan
Nek ra mbok dulang"
