track,artist,popularity,lyrics,sentiment,lyrics_clean
Ayah Ibu,Karnamereka,57,"Ayah di sini ku sendirian
Merenungi kata yang dulu kau berikan
betapa beratnya hidupku rasakan
Inginku bertemu katakan
Ayah
Tolong beritahu Ibu
Ingin memeluknya tapi aku malu
Malu jika aku hanya bisa mengeluh
Maafkan aku Ayah Ibu
Suatu saat nanti kan ku gantikan tugasmu Ayah
Doakan aku ibu, restumu sertai langkahku
Ayah dengarkanlah bahagia pasti datang
Percayalah, ibu engkau kuatkan aku
Ibu jangan khawatirkan aku
Ku bukan si kecil yang selalu dimanja
Ibu, aku si pemberani harapan Ibu
Ibu tolong percaya
Ayah
Katakan pada Ibu
Ku bisa melewati semua pahitku
Meskipun kenyataannya Ayah tahu
Ayah engkau penyelamatku
Suatu saat nanti kan ku gantikan tugasmu Ayah
Doakan aku ibu, restumu sertai langkahku
Ayah dengarkanlah bahagia pasti datang
Percayalah, ibu engkau kuatkan aku
Suatu saat nanti kan ku gantikan tugasmu Ayah
Doakan aku ibu, restumu sertai langkahku
Ayah dengarkanlah bahagia pasti datang
Percayalah
Ayah, engkau penyelamatku
Ibu, engkau kuatkan aku",lumayan populer,ayah di sini ku sendirian merenungi kata yang dulu kau berikan betapa beratnya hidupku rasakan inginku bertemu katakan ayah tolong beritahu ibu ingin memeluknya tapi aku malu malu jika aku hanya bisa mengeluh maafkan aku ayah ibu suatu saat nanti kan ku gantikan tugasmu ayah doakan aku ibu restumu sertai langkahku ayah dengarkanlah bahagia pasti datang percayalah ibu engkau kuatkan aku ibu jangan khawatirkan aku ku bukan si kecil yang selalu dimanja ibu aku si pemberani harapan ibu ibu tolong percaya ayah katakan pada ibu ku bisa melewati semua pahitku meskipun kenyataannya ayah tahu ayah engkau penyelamatku suatu saat nanti kan ku gantikan tugasmu ayah doakan aku ibu restumu sertai langkahku ayah dengarkanlah bahagia pasti datang percayalah ibu engkau kuatkan aku suatu saat nanti kan ku gantikan tugasmu ayah doakan aku ibu restumu sertai langkahku ayah dengarkanlah bahagia pasti datang percayalah ayah engkau penyelamatku ibu engkau kuatkan aku
Menghapus Jejakmu,Noah,57,"Ku terus melangkah melupakanmu
Lelah hati perhatikan sikapmu
Jalan pikiranmu buatku ragu
Tak mungkin ini tetap bertahan
Perlahan mimpi terasa mengganggu
Kucoba untuk terus menjauh
Perlahan hatiku terbelenggu
Kucoba untuk lanjutkan hidup
#Engkau bukanlah segalaku
Bukan tempat tuk hentikan langkahku
Usai sudah semua berlalu
Biar hujan menghapus jejakmu
Lepaskan segalanya
Lepaskan segalanya",lumayan populer,ku terus melangkah melupakanmu lelah hati perhatikan sikapmu jalan pikiranmu buatku ragu tak mungkin ini tetap bertahan perlahan mimpi terasa mengganggu kucoba untuk terus menjauh perlahan hatiku terbelenggu kucoba untuk lanjutkan hidup engkau bukanlah segalaku bukan tempat tuk hentikan langkahku usai sudah semua berlalu biar hujan menghapus jejakmu lepaskan segalanya lepaskan segalanya
Mungkin Hari Ini Esok Atau Nanti,Anneth,58,"Kuhampiri jalan yang kita lewati
Setiap hari kita di sini
Ku menanti hadirmu 'tuk kembali
Hanya kenangan yang tersisa di sini
Namun, s'karang kau t'lah pergi
Dan kuyakini kau takkan kembali
Mungkin hari ini, hari esok, atau nanti
Berjuta memori yang terpatri dalam hati ini
Mungkin hari ini, hari esok, atau nanti
Tak lagi saling menyapa
Meski ku masih harapkanmu
Ku menanti hadirmu 'tuk kembali
Hanya kenangan yang tersisa di sini (namun, sekarang)
Namun, s'karang kau t'lah pergi (pergi)
Dan kuyakini kau takkan kembali
Mungkin hari ini, hari esok, atau nanti
Berjuta memori yang terpatri dalam hati ini
Mungkin hari ini, hari esok, atau nanti
Tak lagi saling menyapa
Meski ku masih harapkanmu
Sesungguhnya hatiku tak sanggup menerima
Dan lupakan s'galanya
Mungkin hari ini, hari esok, atau nanti
Berjuta memori yang terpatri dalam hati ini
Mungkin hari ini, hari esok, atau nanti
Tak lagi saling menyapa
Meski ku masih harapkanmu (harapkanmu), oh-oh
Meski ku masih harapkanmu, oh-oh
Kurelakanmu",lumayan populer,kuhampiri jalan yang kita lewati setiap hari kita di sini ku menanti hadirmu tuk kembali hanya kenangan yang tersisa di sini namun skarang kau tlah pergi dan kuyakini kau takkan kembali mungkin hari ini hari esok atau nanti berjuta memori yang terpatri dalam hati ini mungkin hari ini hari esok atau nanti tak lagi saling menyapa meski ku masih harapkanmu ku menanti hadirmu tuk kembali hanya kenangan yang tersisa di sini namun sekarang namun skarang kau tlah pergi pergi dan kuyakini kau takkan kembali mungkin hari ini hari esok atau nanti berjuta memori yang terpatri dalam hati ini mungkin hari ini hari esok atau nanti tak lagi saling menyapa meski ku masih harapkanmu sesungguhnya hatiku tak sanggup menerima dan lupakan sgalanya mungkin hari ini hari esok atau nanti berjuta memori yang terpatri dalam hati ini mungkin hari ini hari esok atau nanti tak lagi saling menyapa meski ku masih harapkanmu harapkanmu ohoh meski ku masih harapkanmu ohoh kurelakanmu
Ingkar,Tulus,56,"Seia menyudahi
Sekata pisah, tak sama lagi
Bersama dihadapi
Engkau pun s'perti tak enggan mengakhiri
Ku dengan bunga baru
Jiwa sepimu diobatinya
Terus mencari celah
Berdua bicara, topik mengada-ada
Ingkarkah kita?
Aku coba dengan yang baru
Kukira hilang bayangmu
Namun, tiap dengan yang baru
Rasanya seperti ku berbohong dan curangimu
Ku dengan bunga baru
Jiwa sepimu diobatinya
Terus mencari celah, mengarang temu
Tuju mengada-ada
Aku coba dengan yang baru
Kukira hilang bayangmu
Namun, tiap dengan yang baru
Rasanya seperti ku berbohong dan curangimu
Detik-detik terus menitik
Garis rindu menuju kamu
Jam demi jam terus menggeram
Rona rindumu pun kepadaku
Mungkin kita butuhkan waktu
Atau berdua mengingkari hati
Detik-detik terus menitik
Kisah kita tidak bertitik
Aku coba dengan yang baru
Kukira hilang bayangmu
Namun, tiap dengan yang baru
Rasanya seperti ku berbohong dan curangimu, oh
Coba dengan yang baru
Kukira hilang bayangmu
Namun, tiap dengan yang baru
Rasanya seperti ku berbohong dan curangimu
Kucurangimu
Curangimu",lumayan populer,seia menyudahi sekata pisah tak sama lagi bersama dihadapi engkau pun sperti tak enggan mengakhiri ku dengan bunga baru jiwa sepimu diobatinya terus mencari celah berdua bicara topik mengadaada ingkarkah kita aku coba dengan yang baru kukira hilang bayangmu namun tiap dengan yang baru rasanya seperti ku berbohong dan curangimu ku dengan bunga baru jiwa sepimu diobatinya terus mencari celah mengarang temu tuju mengadaada aku coba dengan yang baru kukira hilang bayangmu namun tiap dengan yang baru rasanya seperti ku berbohong dan curangimu detikdetik terus menitik garis rindu menuju kamu jam demi jam terus menggeram rona rindumu pun kepadaku mungkin kita butuhkan waktu atau berdua mengingkari hati detikdetik terus menitik kisah kita tidak bertitik aku coba dengan yang baru kukira hilang bayangmu namun tiap dengan yang baru rasanya seperti ku berbohong dan curangimu oh coba dengan yang baru kukira hilang bayangmu namun tiap dengan yang baru rasanya seperti ku berbohong dan curangimu kucurangimu curangimu
Kota,Dere,55,"Di kota ini sehabis hujan
Desember yang lalu
Di kota ini dalam ruangan
Berpenyejuk udara
Kau dan wangimu bersanding dengan
Riuh angin diluar
Udara mana kini yang kau hirup?
Hujan dimana kini yang kau peluk?
Dimana pun kau kini
Rindu tentangmu 'tak pernah pergi
Dijalan ini menguning langit
Berkendara denganmu
Tajam mentari menembus pelan
Bening teduh matamu
Kau dan wangimu berpadu utuh
Tabungan kelak rindu
Udara mana kini yang kau hirup?
Hujan dimana kini yang kau peluk?
Dimana pun kau kini, hmm
Rindu tentangmu 'tak pernah pergi
Udara mana kini yang kau hirup?
Hujan dimana kini yang kau peluk?
Dimana pun kau kini, uh-uuh
Rindu tentangmu 'tak pernah pergi
Rindu tentangmu 'tak pernah pergi",lumayan populer,di kota ini sehabis hujan desember yang lalu di kota ini dalam ruangan berpenyejuk udara kau dan wangimu bersanding dengan riuh angin diluar udara mana kini yang kau hirup hujan dimana kini yang kau peluk dimana pun kau kini rindu tentangmu tak pernah pergi dijalan ini menguning langit berkendara denganmu tajam mentari menembus pelan bening teduh matamu kau dan wangimu berpadu utuh tabungan kelak rindu udara mana kini yang kau hirup hujan dimana kini yang kau peluk dimana pun kau kini hmm rindu tentangmu tak pernah pergi udara mana kini yang kau hirup hujan dimana kini yang kau peluk dimana pun kau kini uhuuh rindu tentangmu tak pernah pergi rindu tentangmu tak pernah pergi
Liar Angin,Feby Putri,55,"Tak sejalan langkah bersama
Bertujuan tak satu arah
Utuh dalam perasaan
Harap kenyataan memihak
Jumpa ria dengan sang terang
Menuntunku dalam padam
Terdengar kah di sini
Masih terbalut harapan dan tanya
Liar angin tak berarah pun tak mampu
Sampaikan pesan yang berteduh
Di hati yang sepi
Di ujung hamparan banyak kita banyak kata
Tertahankan oleh waktu yang terus berjalan
Bahkan semesta tertawa
Ha ha ha ha
Tak terlihat tak terdengar
Harap kenyataan memihak
Jumpa ria dengan sang terang
Menuntunku dalam padam
Masih terbalut harapan dan tanya
Pada akhirnya
Harap dan tanya
Terekam di ingatan
Jemari pun bergerak mengungkapkan
Pada akhirnya
Liar angin tak berarah pun tak mampu
Sampaikan pesan yang berteduh
Di hati yang sepi
Di ujung hamparan banyak kita banyak kata
Tertahankan oleh waktu yang terus berjalan
Bahkan semesta tertawa
Ha ha ha ha
Tak terlihat tak terdengar
Ha ha ha ha
Bahkan semesta tertawa
Ha ha ha ha
Banyak kita banyak kata
Ha ha ha ha
Bahkan semesta tertawa",lumayan populer,tak sejalan langkah bersama bertujuan tak satu arah utuh dalam perasaan harap kenyataan memihak jumpa ria dengan sang terang menuntunku dalam padam terdengar kah di sini masih terbalut harapan dan tanya liar angin tak berarah pun tak mampu sampaikan pesan yang berteduh di hati yang sepi di ujung hamparan banyak kita banyak kata tertahankan oleh waktu yang terus berjalan bahkan semesta tertawa ha ha ha ha tak terlihat tak terdengar harap kenyataan memihak jumpa ria dengan sang terang menuntunku dalam padam masih terbalut harapan dan tanya pada akhirnya harap dan tanya terekam di ingatan jemari pun bergerak mengungkapkan pada akhirnya liar angin tak berarah pun tak mampu sampaikan pesan yang berteduh di hati yang sepi di ujung hamparan banyak kita banyak kata tertahankan oleh waktu yang terus berjalan bahkan semesta tertawa ha ha ha ha tak terlihat tak terdengar ha ha ha ha bahkan semesta tertawa ha ha ha ha banyak kita banyak kata ha ha ha ha bahkan semesta tertawa
Ku Katakan Dengan Indah,Noah,55,"Ku katakan dengan indah, dengan terbuka hatiku hampa
Sepertinya luka menghampirinya
Kau beri rasa yang berbeda mungkin ku salah...
Mengartikannya yang ku rasa cinta
Tetapi hatiku selalu meninggikanmu
Terlalu meninggikanmu, selalu meninggikanmu
Kau hancurkan hatiku, hancurkan lagi
Kau hancurkan hatiku tuk melihatmu
Kau terangi jiwaku, kau redupkan lagi
Kau hancurkan hatiku tuk melihatmu
Membuatku terjatuh dan terjatuh lagi
Membuatku merasakan yang tak terjadi
Semua yang terbaik dan yang terlewati
Semua yang terhenti tanpa ku akhiri",lumayan populer,ku katakan dengan indah dengan terbuka hatiku hampa sepertinya luka menghampirinya kau beri rasa yang berbeda mungkin ku salah mengartikannya yang ku rasa cinta tetapi hatiku selalu meninggikanmu terlalu meninggikanmu selalu meninggikanmu kau hancurkan hatiku hancurkan lagi kau hancurkan hatiku tuk melihatmu kau terangi jiwaku kau redupkan lagi kau hancurkan hatiku tuk melihatmu membuatku terjatuh dan terjatuh lagi membuatku merasakan yang tak terjadi semua yang terbaik dan yang terlewati semua yang terhenti tanpa ku akhiri
Bintang Di Surga,Noah,56,"Masih ku merasa angkuh
Terbangkan anganku jauh
Langit kan menangkapku
Walau ku terjatuh
Dan bila semua tercipta
Hanya untukku merasakan
Semua yang tercipta
Hampa hidup terasa
Lelah tatapku mencari
Mencari hati untukku membagi
Menemani langkahku namun tak berarti
Dan bila semua tercipta
Tanpa harus ku merasakan
Cinta yang tersisa
Hampa hidup terasa
Reff:
Bagai bintang di surga
Dan seluruh warna
Dan kasih yang setia
Dan cahaya nyata
Oh bintang di surga
Berikan cerita
Dan kasih yang setia
Dan cahaya nyata",lumayan populer,masih ku merasa angkuh terbangkan anganku jauh langit kan menangkapku walau ku terjatuh dan bila semua tercipta hanya untukku merasakan semua yang tercipta hampa hidup terasa lelah tatapku mencari mencari hati untukku membagi menemani langkahku namun tak berarti dan bila semua tercipta tanpa harus ku merasakan cinta yang tersisa hampa hidup terasa reff bagai bintang di surga dan seluruh warna dan kasih yang setia dan cahaya nyata oh bintang di surga berikan cerita dan kasih yang setia dan cahaya nyata
Klebus,Denny Caknan,54,"Denny Caknan merupakan penyanyi asal Jawa Timur yang mulai dikenal berkat lagu ""Kartonyono Medot Janji"" dan juga ""Los Dol"". Dirinya kembali menyanyikan lagu Jawa yang berjudul 'Klebus' yang saat ini tengah trending di Youtube.
Dalane rame atiku sepi
Angen angen tresno dibales tresno
Nyatane tresno dibales maturnuwun
Uwis nyaman sempet sayang kok malah ngilang
Meh lungo angel bertahan loro
Nyobo selalu ono meski koe raono roso
Roso sing jebul tak rasakne dewe
Kebacut sayang ngekei harapan koe milih liyane
Langit e peteng udane soyo deres klebus tekan atiku
Cedak e karo aku nanging atimu dinggo wong liyo
Wis dalane dadi pelarian dinggo sliramu sing lagi butuh hiburan
Aku sing sayang aku sing berjuang
Bagianmu koyo biasane bagian sing nglarani aku wae
Langit e peteng udane soyo deres klebus tekan atiku
Cedak e karo aku nanging atimu dinggo wong liyo
Wis dalane dadi pelarian dinggo sliramu sing lagi butuh hiburan
Aku sing sayang aku sing berjuang
Bagianmu koyo biasane bagian sing nglarani aku wae
Wis dalane dadi pelarian dinggo sliramu sing lagi butuh hiburan
Aku sing sayang aku sing berjuang
Bagianmu koyo biasane bagian sing nglarani aku wae
Bagianmu koyo biasane bagian sing nglarani aku wae",lumayan populer,dalane rame atiku sepi angen angen tresno dibales tresno nyatane tresno dibales maturnuwun uwis nyaman sempet sayang kok malah ngilang meh lungo angel bertahan loro nyobo selalu ono meski koe raono roso roso sing jebul tak rasakne dewe kebacut sayang ngekei harapan koe milih liyane langit e peteng udane soyo deres klebus tekan atiku cedak e karo aku nanging atimu dinggo wong liyo wis dalane dadi pelarian dinggo sliramu sing lagi butuh hiburan aku sing sayang aku sing berjuang bagianmu koyo biasane bagian sing nglarani aku wae langit e peteng udane soyo deres klebus tekan atiku cedak e karo aku nanging atimu dinggo wong liyo wis dalane dadi pelarian dinggo sliramu sing lagi butuh hiburan aku sing sayang aku sing berjuang bagianmu koyo biasane bagian sing nglarani aku wae wis dalane dadi pelarian dinggo sliramu sing lagi butuh hiburan aku sing sayang aku sing berjuang bagianmu koyo biasane bagian sing nglarani aku wae bagianmu koyo biasane bagian sing nglarani aku wae
Lagi Lagi,raissa anggiani,54,"Baru saja rilis lagu terbaru berjudul ""Lagi Lagi"", Raissa Anggiani kembali tampil dengan lagu galau melalui suara merdunya. Berikut liriknya!
Tempat kita bersama
Tergantikan oleh dua insan
Jatuh cinta
Banyak orang yang bilang
Melupa tak kenal waktu
Iakah benar?
Karna sesungguhnya ingin ku dekap tubuhmu
sesungguhnya ingin ku basuh lukamu yang biru
Lagi lagi aku merindu
Ceritakan hari hariku padamu
Baik buruknya
Sedih senang hebatnya masih
Teringat jelas di benakku
Tempat kita bersama
Jangan kau lupakan itu
Sungguh berharga
Sampai kapan begini
Tak ada yang tahu pasti
Celah melupa
Karena sesungguhnya ingin ku dekap tubuhmu
Sesungguhnya ingin ku basuh lukamu
Yang biru
Lagi lagi aku merindu
Ceritakan hari hariku padamu
Baik buruknya
Sedih senang hebatnya masih
Teringat jelas dibenakku
Semua akan terbiasa
Harum mu pudar
Cintanya hilang
Dan tak lagi aku bersembunyi disini
Lagi lagi aku merindu
Ceritakan hari hariku pada mu
Baik buruknya sedih senang hebatnya masih
Teringat jelas di benakku
Lagi lagi aku merindu
Ceritakan hari hari ku pada mu",lumayan populer,baru saja rilis lagu terbaru berjudul lagi lagi raissa anggiani kembali tampil dengan lagu galau melalui suara merdunya berikut liriknya tempat kita bersama tergantikan oleh dua insan jatuh cinta banyak orang yang bilang melupa tak kenal waktu iakah benar karna sesungguhnya ingin ku dekap tubuhmu sesungguhnya ingin ku basuh lukamu yang biru lagi lagi aku merindu ceritakan hari hariku padamu baik buruknya sedih senang hebatnya masih teringat jelas di benakku tempat kita bersama jangan kau lupakan itu sungguh berharga sampai kapan begini tak ada yang tahu pasti celah melupa karena sesungguhnya ingin ku dekap tubuhmu sesungguhnya ingin ku basuh lukamu yang biru lagi lagi aku merindu ceritakan hari hariku padamu baik buruknya sedih senang hebatnya masih teringat jelas dibenakku semua akan terbiasa harum mu pudar cintanya hilang dan tak lagi aku bersembunyi disini lagi lagi aku merindu ceritakan hari hariku pada mu baik buruknya sedih senang hebatnya masih teringat jelas di benakku lagi lagi aku merindu ceritakan hari hari ku pada mu
Ada Apa Denganmu,Noah,55,"Sudah maafkan aku, segala salahku
Dan bila kau tetap bisu
Ungkapkan salahmu
Dan aku sifatku, dan aku khilafku
Dan aku cintaku, dan aku rinduku
Seduah lupakan semua
Segala berubah
Dan kita terlupakan, kita terluka
Dan aku sifatku, dan aku khilafku
Dan aku cintaku, dan aku rinduku
Kutanya malam,
dapatkah kau lihatnya perbedaan
Yang tak terungkapkan
Tapi mengapa kau tak berubah
Ada apa denganmu
Oh...
hanya malam dapat meleburkan
Segala rasa yang tak terungkapakan
Tapi mengapa kau tak berubah
Ada apa denganmu",lumayan populer,sudah maafkan aku segala salahku dan bila kau tetap bisu ungkapkan salahmu dan aku sifatku dan aku khilafku dan aku cintaku dan aku rinduku seduah lupakan semua segala berubah dan kita terlupakan kita terluka dan aku sifatku dan aku khilafku dan aku cintaku dan aku rinduku kutanya malam dapatkah kau lihatnya perbedaan yang tak terungkapkan tapi mengapa kau tak berubah ada apa denganmu oh hanya malam dapat meleburkan segala rasa yang tak terungkapakan tapi mengapa kau tak berubah ada apa denganmu
